,Image_path,True_label,Prediction,Scores,Confidence
0,data/test/drawing/LCE-1901-07-31-a-i0023.jpg,0,0,16.056988,0.982133
1,data/test/drawing/GDL-1956-06-30-a-i0255_6.jpg,0,3,17.319767,0.76210445
2,data/test/drawing/LCE-1908-08-12-a-i0050.jpg,0,2,14.313877,0.5410147
3,data/test/drawing/IMP-1910-05-01-a-i0094_10.jpg,0,0,12.496719,0.6666992
4,data/test/drawing/EXP-1986-07-04-a-i0361.jpg,0,4,11.788109,0.6128079
5,data/test/drawing/IMP-1949-09-30-a-i0010.jpg,0,4,10.728597,0.6529773
6,data/test/drawing/LCE-1915-12-25-a-i0042.jpg,0,3,16.162043,0.97477436
7,data/test/drawing/EXP-1972-12-02-a-i0308.jpg,0,3,12.422352,0.99305975
8,data/test/drawing/JDG-1904-10-21-a-i0066.jpg,0,0,13.326047,0.76589936
9,data/test/drawing/EXP-1957-12-06-a-i0008.jpg,0,0,12.81361,0.9128861
10,data/test/drawing/JDG-1978-10-23-a-i0020.jpg,0,0,12.499895,0.6428885
11,data/test/drawing/IMP-1946-02-01-a-i0084.jpg,0,0,12.503719,0.6705425
12,data/test/drawing/JDG-1958-02-15-a-i0052_2.jpg,0,3,9.749548,0.52808
13,data/test/drawing/IMP-1955-01-31-a-i0053.jpg,0,3,12.8569355,0.68411475
14,data/test/drawing/IMP-1992-02-10-a-i0160.jpg,0,4,10.544182,0.82473326
15,data/test/drawing/GDL-1951-10-24-a-i0014.jpg,0,3,20.09436,0.99965346
16,data/test/drawing/EXP-1914-02-11-a-i0087.jpg,0,5,12.996581,0.5755222
17,data/test/drawing/IMP-1980-02-04-a-i0078_3.jpg,0,0,9.704369,0.44851848
18,data/test/drawing/IMP-1930-02-27-a-i0033.jpg,0,3,17.8151,0.7634769
19,data/test/drawing/IMP-1913-11-22-a-i0062.jpg,0,5,9.384485,0.5618825
20,data/test/drawing/IMP-1920-03-19-a-i0002.jpg,0,0,9.06126,0.31601748
21,data/test/drawing/IMP-1911-01-14-a-i0027.jpg,0,4,10.809221,0.503993
22,data/test/drawing/JDG-1971-07-24-a-i0130.jpg,0,3,9.459848,0.6817737
23,data/test/drawing/EXP-1974-04-25-a-i0418.jpg,0,4,11.253391,0.97179663
24,data/test/drawing/IMP-1989-08-28-a-i0011.jpg,0,4,10.928102,0.9349022
25,data/test/drawing/IMP-1958-03-19-a-i0167.jpg,0,3,11.941401,0.56721306
26,data/test/drawing/GDL-1949-09-03-a-i0216.jpg,0,3,10.782997,0.8454771
27,data/test/drawing/EXP-1990-11-26-a-i0245.jpg,0,0,9.946072,0.6504644
28,data/test/drawing/IMP-2000-09-15-a-i0197_3.jpg,0,3,14.490721,0.9863339
29,data/test/drawing/LCE-1919-05-03-a-i0022.jpg,0,3,9.807013,0.70926946
30,data/test/drawing/IMP-1976-01-24-a-i0073.jpg,0,5,11.709854,0.7877426
31,data/test/drawing/LCE-1908-02-29-a-i0040.jpg,0,3,15.140223,0.9960452
32,data/test/drawing/GDL-1966-04-22-a-i0067.jpg,0,0,15.45293,0.990811
33,data/test/drawing/LCE-1992-06-12-a-i0032.jpg,0,0,11.864828,0.8326047
34,data/test/drawing/IMP-1955-08-01-a-i0038.jpg,0,4,10.009696,0.7207573
35,data/test/drawing/GDL-1900-03-08-a-i0026.jpg,0,0,15.1429615,0.6025305
36,data/test/drawing/EXP-1988-07-13-a-i0007.jpg,0,3,11.70668,0.95079184
37,data/test/drawing/EXP-1959-06-19-a-i0106_3.jpg,0,3,10.739824,0.73889744
38,data/test/drawing/EXP-1973-09-01-a-i0451_4.jpg,0,4,11.467085,0.80826885
39,data/test/drawing/EXP-1994-10-24-a-i0110.jpg,0,4,11.401493,0.9109365
40,data/test/drawing/JDG-1955-02-10-a-i0014.jpg,0,0,14.023731,0.9635909
41,data/test/drawing/IMP-1904-04-09-a-i0002_3.jpg,0,5,13.518873,0.74224854
42,data/test/drawing/GDL-1959-02-03-a-i0097_2.jpg,0,4,12.703237,0.745369
43,data/test/drawing/EXP-1972-07-08-a-i0361_3.jpg,0,0,8.551277,0.4150189
44,data/test/drawing/IMP-1983-10-03-a-i0220.jpg,0,4,9.928198,0.5121822
45,data/test/drawing/EXP-1950-01-28-a-i0233.jpg,0,5,17.854126,0.9996388
46,data/test/drawing/LCE-1952-09-22-a-i0041_2.jpg,0,3,9.97551,0.8589946
47,data/test/drawing/JDG-1992-04-25-a-i0255_3.jpg,0,5,16.286901,0.97469735
48,data/test/drawing/JDG-1956-12-12-a-i0230_2.jpg,0,3,16.313328,0.9986796
49,data/test/drawing/IMP-1989-05-31-a-i0100.jpg,0,0,13.05037,0.61312443
50,data/test/drawing/JDG-1994-06-10-a-i0250.jpg,0,3,18.586926,0.9983803
51,data/test/drawing/EXP-1974-05-25-a-i0325_8.jpg,0,3,10.92514,0.531173
52,data/test/drawing/IMP-1981-02-18-a-i0085_13.jpg,0,0,13.862455,0.91576093
53,data/test/drawing/EXP-1906-03-31-a-i0134.jpg,0,3,8.38741,0.3176062
54,data/test/drawing/IMP-1923-12-21-a-i0030.jpg,0,3,13.821841,0.8709741
55,data/test/drawing/IMP-1951-08-20-a-i0080.jpg,0,3,11.142639,0.53754836
56,data/test/drawing/IMP-1981-02-18-a-i0085_4.jpg,0,5,13.58046,0.4712333
