,Image_path,True_label,Prediction,Scores,Confidence
0,data/test/drawing/LCE-1901-07-31-a-i0023.jpg,0,0,15.716982,0.76755565
1,data/test/drawing/GDL-1956-06-30-a-i0255_6.jpg,0,0,15.695995,0.98155034
2,data/test/drawing/LCE-1908-08-12-a-i0050.jpg,0,2,13.921029,0.9217111
3,data/test/drawing/IMP-1910-05-01-a-i0094_10.jpg,0,0,12.207129,0.80408376
4,data/test/drawing/EXP-1986-07-04-a-i0361.jpg,0,4,11.477729,0.70910233
5,data/test/drawing/IMP-1949-09-30-a-i0010.jpg,0,4,10.188248,0.75893325
6,data/test/drawing/LCE-1915-12-25-a-i0042.jpg,0,0,12.230881,0.5471976
7,data/test/drawing/EXP-1972-12-02-a-i0308.jpg,0,3,10.078509,0.756325
8,data/test/drawing/JDG-1904-10-21-a-i0066.jpg,0,0,12.878591,0.6670021
9,data/test/drawing/EXP-1957-12-06-a-i0008.jpg,0,0,12.898514,0.94990003
10,data/test/drawing/JDG-1978-10-23-a-i0020.jpg,0,0,11.394344,0.80971205
11,data/test/drawing/IMP-1946-02-01-a-i0084.jpg,0,0,11.566901,0.88285935
12,data/test/drawing/JDG-1958-02-15-a-i0052_2.jpg,0,0,9.466062,0.8524299
13,data/test/drawing/IMP-1955-01-31-a-i0053.jpg,0,4,12.187149,0.9147668
14,data/test/drawing/IMP-1992-02-10-a-i0160.jpg,0,6,11.687017,0.803376
15,data/test/drawing/GDL-1951-10-24-a-i0014.jpg,0,3,15.287843,0.9569792
16,data/test/drawing/EXP-1914-02-11-a-i0087.jpg,0,0,11.968071,0.7144852
17,data/test/drawing/IMP-1980-02-04-a-i0078_3.jpg,0,7,16.044762,0.9990681
18,data/test/drawing/IMP-1930-02-27-a-i0033.jpg,0,0,13.665638,0.7811458
19,data/test/drawing/IMP-1913-11-22-a-i0062.jpg,0,7,11.060887,0.9426848
20,data/test/drawing/IMP-1920-03-19-a-i0002.jpg,0,7,13.271832,0.9768685
21,data/test/drawing/IMP-1911-01-14-a-i0027.jpg,0,4,11.028053,0.8039371
22,data/test/drawing/JDG-1971-07-24-a-i0130.jpg,0,6,8.568392,0.6711598
23,data/test/drawing/EXP-1974-04-25-a-i0418.jpg,0,4,10.60034,0.9035796
24,data/test/drawing/IMP-1989-08-28-a-i0011.jpg,0,4,10.196378,0.8088
25,data/test/drawing/IMP-1958-03-19-a-i0167.jpg,0,0,10.969932,0.97877604
26,data/test/drawing/GDL-1949-09-03-a-i0216.jpg,0,6,9.395881,0.7212241
27,data/test/drawing/EXP-1990-11-26-a-i0245.jpg,0,0,9.951427,0.66747266
28,data/test/drawing/IMP-2000-09-15-a-i0197_3.jpg,0,4,8.988259,0.43354788
29,data/test/drawing/LCE-1919-05-03-a-i0022.jpg,0,0,7.953718,0.63488084
30,data/test/drawing/IMP-1976-01-24-a-i0073.jpg,0,6,11.7757225,0.873862
31,data/test/drawing/LCE-1908-02-29-a-i0040.jpg,0,0,9.637113,0.40112337
32,data/test/drawing/GDL-1966-04-22-a-i0067.jpg,0,0,15.918745,0.6853063
33,data/test/drawing/LCE-1992-06-12-a-i0032.jpg,0,0,11.674712,0.8364911
34,data/test/drawing/IMP-1955-08-01-a-i0038.jpg,0,4,10.1078825,0.79156715
35,data/test/drawing/GDL-1900-03-08-a-i0026.jpg,0,0,14.655174,0.8481236
36,data/test/drawing/EXP-1988-07-13-a-i0007.jpg,0,7,11.895903,0.92570376
37,data/test/drawing/EXP-1959-06-19-a-i0106_3.jpg,0,0,8.643677,0.33356273
38,data/test/drawing/EXP-1973-09-01-a-i0451_4.jpg,0,4,10.065235,0.66177505
39,data/test/drawing/EXP-1994-10-24-a-i0110.jpg,0,4,10.402991,0.55164665
40,data/test/drawing/JDG-1955-02-10-a-i0014.jpg,0,0,13.4340105,0.948438
41,data/test/drawing/IMP-1904-04-09-a-i0002_3.jpg,0,3,10.362748,0.5433953
42,data/test/drawing/GDL-1959-02-03-a-i0097_2.jpg,0,6,14.87527,0.9085953
43,data/test/drawing/EXP-1972-07-08-a-i0361_3.jpg,0,0,7.6671753,0.36983043
44,data/test/drawing/IMP-1983-10-03-a-i0220.jpg,0,4,9.613571,0.743912
45,data/test/drawing/EXP-1950-01-28-a-i0233.jpg,0,6,13.837961,0.76368225
46,data/test/drawing/LCE-1952-09-22-a-i0041_2.jpg,0,0,8.371931,0.70902663
47,data/test/drawing/JDG-1992-04-25-a-i0255_3.jpg,0,5,14.814339,0.9060381
