Type_of_change,Image_path,True_label,Prediction,Scores,Confidence
spanish_prompts9,data/test/drawing/LCE-1901-07-31-a-i0023.jpg,0,0,8.6679325,0.82211185
spanish_prompts9,data/test/drawing/GDL-1956-06-30-a-i0255_6.jpg,0,7,10.718735,0.708726
spanish_prompts9,data/test/drawing/LCE-1908-08-12-a-i0050.jpg,0,0,9.241229,0.7631781
spanish_prompts9,data/test/drawing/IMP-1910-05-01-a-i0094_10.jpg,0,0,9.606256,0.9259351
spanish_prompts9,data/test/drawing/EXP-1986-07-04-a-i0361.jpg,0,4,12.181938,0.9895745
spanish_prompts9,data/test/drawing/IMP-1949-09-30-a-i0010.jpg,0,4,10.241247,0.9043025
spanish_prompts9,data/test/drawing/LCE-1915-12-25-a-i0042.jpg,0,0,7.5180397,0.72343177
spanish_prompts9,data/test/drawing/EXP-1972-12-02-a-i0308.jpg,0,2,4.7111235,0.36652964
spanish_prompts9,data/test/drawing/JDG-1904-10-21-a-i0066.jpg,0,0,8.199272,0.9487603
spanish_prompts9,data/test/drawing/EXP-1957-12-06-a-i0008.jpg,0,0,8.772486,0.9309666
spanish_prompts9,data/test/drawing/JDG-1978-10-23-a-i0020.jpg,0,0,9.729383,0.52314985
spanish_prompts9,data/test/drawing/IMP-1946-02-01-a-i0084.jpg,0,0,6.8915634,0.738021
spanish_prompts9,data/test/drawing/JDG-1958-02-15-a-i0052_2.jpg,0,4,6.9671335,0.87378085
spanish_prompts9,data/test/drawing/IMP-1955-01-31-a-i0053.jpg,0,4,5.5281324,0.58947146
spanish_prompts9,data/test/drawing/IMP-1992-02-10-a-i0160.jpg,0,4,12.439016,0.9831388
spanish_prompts9,data/test/drawing/GDL-1951-10-24-a-i0014.jpg,0,3,8.395406,0.5307257
spanish_prompts9,data/test/drawing/EXP-1914-02-11-a-i0087.jpg,0,0,11.909797,0.959734
spanish_prompts9,data/test/drawing/IMP-1980-02-04-a-i0078_3.jpg,0,7,6.7258835,0.46670678
spanish_prompts9,data/test/drawing/IMP-1930-02-27-a-i0033.jpg,0,0,4.6656766,0.6173835
spanish_prompts9,data/test/drawing/IMP-1913-11-22-a-i0062.jpg,0,0,7.2356396,0.5883464
spanish_prompts9,data/test/drawing/IMP-1920-03-19-a-i0002.jpg,0,0,6.354677,0.68217045
spanish_prompts9,data/test/drawing/IMP-1911-01-14-a-i0027.jpg,0,4,9.404825,0.92619526
spanish_prompts9,data/test/drawing/JDG-1971-07-24-a-i0130.jpg,0,4,7.900957,0.4769525
spanish_prompts9,data/test/drawing/EXP-1974-04-25-a-i0418.jpg,0,4,9.075146,0.5544416
spanish_prompts9,data/test/drawing/IMP-1989-08-28-a-i0011.jpg,0,4,9.938172,0.88116527
spanish_prompts9,data/test/drawing/IMP-1958-03-19-a-i0167.jpg,0,4,7.6090765,0.8663846
spanish_prompts9,data/test/drawing/GDL-1949-09-03-a-i0216.jpg,0,4,8.656778,0.834243
spanish_prompts9,data/test/drawing/EXP-1990-11-26-a-i0245.jpg,0,4,8.790707,0.6667348
spanish_prompts9,data/test/drawing/IMP-2000-09-15-a-i0197_3.jpg,0,4,8.970319,0.64280266
spanish_prompts9,data/test/drawing/LCE-1919-05-03-a-i0022.jpg,0,0,8.280017,0.62172467
