File Path,Prompt,Class Name,Predicted Text,Prompt ID,Number of Shots
data/test/title/LCE-1913-01-08-a-i0015.jpg,<image>This image can be classified as a,title,newspaper clipping.  It is a black and white image of the letter E.,2,0
data/test/title/LCE-1911-12-06-a-i0016.jpg,<image>This image can be classified as a,title,monogram.,2,0
data/test/title/LCE-1948-06-09-a-i0015.jpg,<image>This image can be classified as a,title,monogram.,2,0
data/test/title/LCE-1943-01-27-a-i0017.jpg,<image>This image can be classified as a,title,monogram.,2,0
data/test/title/LCE-1907-08-14-a-i0009.jpg,<image>This image can be classified as a,title,letter N,2,0
data/test/title/LCE-1952-02-27-a-i0002.jpg,<image>This image can be classified as a,title,monogram.,2,0
data/test/title/LCE-1906-02-03-a-i0003.jpg,<image>This image can be classified as a,title,letter L,2,0
data/test/title/LCE-1912-11-23-a-i0020.jpg,<image>This image can be classified as a,title,monogram.,2,0
data/test/title/LCE-1913-02-15-a-i0009.jpg,<image>This image can be classified as a,title,letter F.,2,0
data/test/title/LCE-1913-03-01-a-i0008.jpg,<image>This image can be classified as a,title,bookmark. It is a black and white image of the letter E.,2,0
data/test/title/LCE-1910-04-27-a-i0002.jpg,<image>This image can be classified as a,title,symbol of the letter C.,2,0
data/test/title/LCE-1942-01-02-a-i0012.jpg,<image>This image can be classified as a,title,letter D.,2,0
data/test/title/LCE-1908-10-07-a-i0011.jpg,<image>This image can be classified as a,title,monogram.,2,0
data/test/title/LCE-1904-07-02-a-i0002.jpg,<image>This image can be classified as a,title,letter L,2,0
data/test/title/LCE-1923-03-09-a-i0051.jpg,<image>This image can be classified as a,title,monogram.,2,0
data/test/title/LCE-1907-01-01-a-i0016.jpg,<image>This image can be classified as a,title,monogram.,2,0
data/test/title/LCE-1912-10-19-a-i0010.jpg,<image>This image can be classified as a,title,monogram.,2,0
data/test/title/LCE-1904-06-15-a-i0019.jpg,<image>This image can be classified as a,title,monogram.,2,0
data/test/title/LCE-1933-05-03-a-i0012.jpg,<image>This image can be classified as a,title,monogram.,2,0
data/test/title/LCE-1948-09-17-a-i0020.jpg,<image>This image can be classified as a,title,monogram.,2,0
data/test/title/LCE-1911-10-18-a-i0084.jpg,<image>This image can be classified as a,title,monogram.,2,0
data/test/title/LCE-1908-03-07-a-i0008.jpg,<image>This image can be classified as a,title,monogram.,2,0
data/test/title/LCE-1933-10-09-a-i0017.jpg,<image>This image can be classified as a,title,monogram.,2,0
data/test/title/LCE-1949-12-19-a-i0016.jpg,<image>This image can be classified as a,title,letter D.,2,0
data/test/title/LCE-1909-05-01-a-i0001.jpg,<image>This image can be classified as a,title,black and white version of the letter O.,2,0
data/test/title/LCE-1944-03-31-a-i0017.jpg,<image>This image can be classified as a,title,monogram.,2,0
data/test/title/LCE-1908-08-05-a-i0017.jpg,<image>This image can be classified as a,title,monogram.,2,0
data/test/title/LCE-1935-06-10-a-i0011.jpg,<image>This image can be classified as a,title,monogram.,2,0
data/test/title/LCE-1906-03-14-a-i0020.jpg,<image>This image can be classified as a,title,letter C.,2,0
data/test/title/LCE-1943-01-27-a-i0008.jpg,<image>This image can be classified as a,title,black and white image of the number 0.,2,0
data/test/title/LCE-1900-08-29-a-i0011.jpg,<image>This image can be classified as a,title,monogram.,2,0
data/test/title/LCE-1915-04-07-a-i0012.jpg,<image>This image can be classified as a,title,logo or a symbol. It is a letter C.,2,0
data/test/title/LCE-1908-01-22-a-i0011_2.jpg,<image>This image can be classified as a,title,monogram.,2,0
data/test/title/LCE-1911-10-18-a-i0002.jpg,<image>This image can be classified as a,title,letter C,2,0
data/test/title/LCE-1919-12-12-a-i0013.jpg,<image>This image can be classified as a,title,bookplate.,2,0
data/test/title/LCE-1958-06-16-a-i0011.jpg,<image>This image can be classified as a,title,logo. It is a black and white photograph of the word fe.,2,0
data/test/title/LCE-1903-04-15-a-i0005.jpg,<image>This image can be classified as a,title,letter N.,2,0
data/test/title/LCE-1906-07-25-a-i0010.jpg,<image>This image can be classified as a,title,number 0,2,0
data/test/title/LCE-1912-10-12-a-i0009.jpg,<image>This image can be classified as a,title,monogram.,2,0
data/test/title/LCE-1915-12-08-a-i0013.jpg,<image>This image can be classified as a,title,monogram.,2,0
data/test/title/LCE-1932-07-15-a-i0019.jpg,<image>This image can be classified as a,title,monogram.,2,0
data/test/title/LCE-1900-03-17-a-i0006.jpg,<image>This image can be classified as a,title,letter N,2,0
data/test/title/LCE-1914-05-11-a-i0016.jpg,<image>This image can be classified as a,title,letter L,2,0
data/test/title/LCE-1907-12-28-a-i0001.jpg,<image>This image can be classified as a,title,letter O.,2,0
data/test/title/LCE-1933-09-15-a-i0015.jpg,<image>This image can be classified as a,title,capital letter D.,2,0
