File Path,Prompt,Class Name,Predicted Text,Prompt ID,Number of Shots
data/test/title/LCE-1913-01-08-a-i0015.jpg,<image>The type of this image is,title,The type of this image is: E<|endofchunk|>,4,0
data/test/title/LCE-1911-12-06-a-i0016.jpg,<image>The type of this image is,title,The type of this image is: E<|endofchunk|>,4,0
data/test/title/LCE-1948-06-09-a-i0015.jpg,<image>The type of this image is,title,The type of this image is a capital letter E.<|endofchunk|>,4,0
data/test/title/LCE-1943-01-27-a-i0017.jpg,<image>The type of this image is,title,The type of this image is the typeface used in the title of this book.<|endofchunk|>,4,0
data/test/title/LCE-1907-08-14-a-i0009.jpg,<image>The type of this image is,title,The type of this image is called N<|endofchunk|>,4,0
data/test/title/LCE-1952-02-27-a-i0002.jpg,<image>The type of this image is,title,The type of this image is called L.<|endofchunk|>,4,0
data/test/title/LCE-1906-02-03-a-i0003.jpg,<image>The type of this image is,title,The type of this image is the letter L.<|endofchunk|>,4,0
data/test/title/LCE-1912-11-23-a-i0020.jpg,<image>The type of this image is,title,The type of this image is: R<|endofchunk|>,4,0
data/test/title/LCE-1913-02-15-a-i0009.jpg,<image>The type of this image is,title,The type of this image is called 'F'<|endofchunk|>,4,0
data/test/title/LCE-1913-03-01-a-i0008.jpg,<image>The type of this image is,title,The type of this image is the typeface used in the newspaper.<|endofchunk|>,4,0
data/test/title/LCE-1910-04-27-a-i0002.jpg,<image>The type of this image is,title,The type of this image is: C<|endofchunk|>,4,0
data/test/title/LCE-1942-01-02-a-i0012.jpg,<image>The type of this image is,title,The type of this image is: D<|endofchunk|>,4,0
data/test/title/LCE-1908-10-07-a-i0011.jpg,<image>The type of this image is,title,The type of this image is the only known example of the letter E.<|endofchunk|>,4,0
data/test/title/LCE-1904-07-02-a-i0002.jpg,<image>The type of this image is,title,The type of this image is called 'L'<|endofchunk|>,4,0
data/test/title/LCE-1923-03-09-a-i0051.jpg,<image>The type of this image is,title,The type of this image is called R<|endofchunk|>,4,0
data/test/title/LCE-1907-01-01-a-i0016.jpg,<image>The type of this image is,title,The type of this image is: E<|endofchunk|>,4,0
data/test/title/LCE-1912-10-19-a-i0010.jpg,<image>The type of this image is,title,The type of this image is called F.<|endofchunk|>,4,0
data/test/title/LCE-1904-06-15-a-i0019.jpg,<image>The type of this image is,title,The type of this image is the letter R.<|endofchunk|>,4,0
data/test/title/LCE-1933-05-03-a-i0012.jpg,<image>The type of this image is,title,The type of this image is: F<|endofchunk|>,4,0
data/test/title/LCE-1948-09-17-a-i0020.jpg,<image>The type of this image is,title,The type of this image is called E.<|endofchunk|>,4,0
data/test/title/LCE-1911-10-18-a-i0084.jpg,<image>The type of this image is,title,The type of this image is called R<|endofchunk|>,4,0
data/test/title/LCE-1908-03-07-a-i0008.jpg,<image>The type of this image is,title,The type of this image is called F.<|endofchunk|>,4,0
data/test/title/LCE-1933-10-09-a-i0017.jpg,<image>The type of this image is,title,The type of this image is: E<|endofchunk|>,4,0
data/test/title/LCE-1949-12-19-a-i0016.jpg,<image>The type of this image is,title,The type of this image is: D<|endofchunk|>,4,0
data/test/title/LCE-1909-05-01-a-i0001.jpg,<image>The type of this image is,title,The type of this image is: O<|endofchunk|>,4,0
data/test/title/LCE-1944-03-31-a-i0017.jpg,<image>The type of this image is,title,The type of this image is: E<|endofchunk|>,4,0
data/test/title/LCE-1908-08-05-a-i0017.jpg,<image>The type of this image is,title,The type of this image is the 'E' from the 'E' typeface.<|endofchunk|>,4,0
data/test/title/LCE-1935-06-10-a-i0011.jpg,<image>The type of this image is,title,The type of this image is called E.<|endofchunk|>,4,0
data/test/title/LCE-1906-03-14-a-i0020.jpg,<image>The type of this image is,title,The type of this image is a C.<|endofchunk|>,4,0
data/test/title/LCE-1943-01-27-a-i0008.jpg,<image>The type of this image is,title,The type of this image is called an 'O'<|endofchunk|>,4,0
data/test/title/LCE-1900-08-29-a-i0011.jpg,<image>The type of this image is,title,The type of this image is called R<|endofchunk|>,4,0
data/test/title/LCE-1915-04-07-a-i0012.jpg,<image>The type of this image is,title,The type of this image is called C.<|endofchunk|>,4,0
data/test/title/LCE-1908-01-22-a-i0011_2.jpg,<image>The type of this image is,title,The type of this image is: E<|endofchunk|>,4,0
data/test/title/LCE-1911-10-18-a-i0002.jpg,<image>The type of this image is,title,The type of this image is: C<|endofchunk|>,4,0
data/test/title/LCE-1919-12-12-a-i0013.jpg,<image>The type of this image is,title,The type of this image is: F<|endofchunk|>,4,0
data/test/title/LCE-1958-06-16-a-i0011.jpg,<image>The type of this image is,title,The type of this image is the typeface used in the logo of the French magazine Le Figaro.<|endofchunk|>,4,0
data/test/title/LCE-1903-04-15-a-i0005.jpg,<image>The type of this image is,title,The type of this image is: N<|endofchunk|>,4,0
data/test/title/LCE-1906-07-25-a-i0010.jpg,<image>The type of this image is,title,The type of this image is called an 'O'<|endofchunk|>,4,0
data/test/title/LCE-1912-10-12-a-i0009.jpg,<image>The type of this image is,title,The type of this image is: E<|endofchunk|>,4,0
data/test/title/LCE-1915-12-08-a-i0013.jpg,<image>The type of this image is,title,The type of this image is: R<|endofchunk|>,4,0
data/test/title/LCE-1932-07-15-a-i0019.jpg,<image>The type of this image is,title,The type of this image is the letter R.<|endofchunk|>,4,0
data/test/title/LCE-1900-03-17-a-i0006.jpg,<image>The type of this image is,title,The type of this image is called 'N'<|endofchunk|>,4,0
data/test/title/LCE-1914-05-11-a-i0016.jpg,<image>The type of this image is,title,The type of this image is the letter L.<|endofchunk|>,4,0
data/test/title/LCE-1907-12-28-a-i0001.jpg,<image>The type of this image is,title,The type of this image is: O<|endofchunk|>,4,0
data/test/title/LCE-1933-09-15-a-i0015.jpg,<image>The type of this image is,title,The type of this image is: D<|endofchunk|>,4,0
data/test/title/LCE-1919-07-12-a-i0020.jpg,<image>The type of this image is,title,The type of this image is: O<|endofchunk|>,4,0
data/test/title/LCE-1905-04-08-a-i0010.jpg,<image>The type of this image is,title,The type of this image is: O<|endofchunk|>,4,0
data/test/title/LCE-1950-02-24-a-i0001.jpg,<image>The type of this image is,title,The type of this image is: E<|endofchunk|>,4,0
data/test/title/LCE-1914-05-01-a-i0002.jpg,<image>The type of this image is,title,The type of this image is the type of the letter L.<|endofchunk|>,4,0
data/test/title/LCE-1920-12-03-a-i0084.jpg,<image>The type of this image is,title,The type of this image is: D<|endofchunk|>,4,0
data/test/title/LCE-1941-08-18-a-i0015.jpg,<image>The type of this image is,title,The type of this image is called R<|endofchunk|>,4,0
data/test/title/LCE-1942-05-20-a-i0019.jpg,<image>The type of this image is,title,The type of this image is called 'F'<|endofchunk|>,4,0
data/test/title/LCE-1908-09-26-a-i0010.jpg,<image>The type of this image is,title,The type of this image is: The New York Times<|endofchunk|>,4,0
data/test/title/LCE-1908-03-28-a-i0012.jpg,<image>The type of this image is,title,The type of this image is the typeface used for the letter E.<|endofchunk|>,4,0
data/test/title/LCE-1914-07-10-a-i0015.jpg,<image>The type of this image is,title,The type of this image is: E<|endofchunk|>,4,0
data/test/title/LCE-1921-12-09-a-i0059.jpg,<image>The type of this image is,title,The type of this image is the R<|endofchunk|>,4,0
data/test/title/LCE-1915-04-17-a-i0011.jpg,<image>The type of this image is,title,The type of this image is called E.<|endofchunk|>,4,0
data/test/title/LCE-1904-01-20-a-i0002.jpg,<image>The type of this image is,title,The type of this image is a C.<|endofchunk|>,4,0
data/test/title/LCE-1914-06-19-a-i0015.jpg,<image>The type of this image is,title,The type of this image is called N<|endofchunk|>,4,0
data/test/title/LCE-1901-02-16-a-i0011.jpg,<image>The type of this image is,title,The type of this image is called B.<|endofchunk|>,4,0
data/test/title/LCE-1931-05-08-a-i0014.jpg,<image>The type of this image is,title,The type of this image is: D<|endofchunk|>,4,0
data/test/title/LCE-1926-12-24-a-i0057.jpg,<image>The type of this image is,title,The type of this image is the letter D.<|endofchunk|>,4,0
data/test/title/LCE-1942-01-21-a-i0014.jpg,<image>The type of this image is,title,The type of this image is called D.<|endofchunk|>,4,0
data/test/title/LCE-1914-05-15-a-i0014.jpg,<image>The type of this image is,title,The type of this image is called C.<|endofchunk|>,4,0
data/test/title/LCE-1953-06-26-a-i0014.jpg,<image>The type of this image is,title,The type of this image is: E<|endofchunk|>,4,0
data/test/title/LCE-1952-05-02-a-i0002.jpg,<image>The type of this image is,title,The type of this image is called 'L'<|endofchunk|>,4,0
data/test/title/LCE-1901-06-01-a-i0012.jpg,<image>The type of this image is,title,The type of this image is called 'R'<|endofchunk|>,4,0
data/test/title/LCE-1909-08-11-a-i0007_2.jpg,<image>The type of this image is,title,The type of this image is: E<|endofchunk|>,4,0
data/test/title/LCE-1910-04-02-a-i0009.jpg,<image>The type of this image is,title,The type of this image is called N<|endofchunk|>,4,0
data/test/title/LCE-1904-03-09-a-i0001.jpg,<image>The type of this image is,title,The type of this image is called E.<|endofchunk|>,4,0
data/test/title/LCE-1904-07-27-a-i0010.jpg,<image>The type of this image is,title,The type of this image is the number 0.<|endofchunk|>,4,0
data/test/title/LCE-1906-06-09-a-i0002.jpg,<image>The type of this image is,title,The type of this image is a C.<|endofchunk|>,4,0
data/test/title/LCE-1906-06-06-a-i0018.jpg,<image>The type of this image is,title,The type of this image is called 'L'<|endofchunk|>,4,0
data/test/title/LCE-1906-10-13-a-i0019.jpg,<image>The type of this image is,title,The type of this image is called R<|endofchunk|>,4,0
data/test/title/LCE-1931-07-10-a-i0012.jpg,<image>The type of this image is,title,The type of this image is called F.<|endofchunk|>,4,0
data/test/title/LCE-1933-02-01-a-i0009.jpg,<image>The type of this image is,title,The type of this image is: O<|endofchunk|>,4,0
data/test/title/LCE-1913-04-09-a-i0015.jpg,<image>The type of this image is,title,The type of this image is: D<|endofchunk|>,4,0
data/test/title/LCE-1910-12-31-a-i0018.jpg,<image>The type of this image is,title,The type of this image is called R<|endofchunk|>,4,0
data/test/title/LCE-1902-02-19-a-i0007.jpg,<image>The type of this image is,title,The type of this image is: N<|endofchunk|>,4,0
data/test/title/LCE-1948-04-05-a-i0009.jpg,<image>The type of this image is,title,The type of this image is the letter O.<|endofchunk|>,4,0
data/test/map/GDL-1991-06-01-a-i0298.jpg,<image>The type of this image is,map,The type of this image is the type of this image is the type of this image is the type of this image is the type,4,0
data/test/map/EXP-1992-02-14-a-i0439_3.jpg,<image>The type of this image is,map,The type of this image is a map of the weather in Europe.<|endofchunk|>,4,0
data/test/map/JDG-1940-03-08-a-i0008.jpg,<image>The type of this image is,map,The type of this image is from a map of the Caucasus region in the early 20th century.<|endofchunk|>,4,0
data/test/map/EXP-1957-07-04-a-i0103_2.jpg,<image>The type of this image is,map,The type of this image is based on a map of the route of the first Trans-Siberian Railway from Moscow to Vlad,4,0
data/test/map/EXP-1979-10-23-a-i0132_2.jpg,<image>The type of this image is,map,"The type of this image is not known, but it is likely to have been taken from a map of the area.<|endofchunk|>",4,0
data/test/map/IMP-1960-01-16-a-i0024.jpg,<image>The type of this image is,map,The type of this image is a map of the Soviet Union and its allies in the Cold War.<|endofchunk|>,4,0
data/test/map/EXP-2003-09-29-a-i0014.jpg,<image>The type of this image is,map,The type of this image is a map of Hong Kong.<|endofchunk|>,4,0
data/test/map/GDL-1907-04-02-a-i0069.jpg,<image>The type of this image is,map,"The type of this image is not known, but it appears to be a drawing of a mine.<|endofchunk|>",4,0
data/test/map/JDG-1959-02-02-a-i0018.jpg,<image>The type of this image is,map,"The type of this image is not known, but it appears to be a map of the French Alsace-Lorraine",4,0
data/test/map/GDL-1950-05-17-a-i0056.jpg,<image>The type of this image is,map,The type of this image is: Le Combattant Goural-Koubass<|endofchunk|>,4,0
data/test/map/EXP-2017-08-02-a-i0209.jpg,<image>The type of this image is,map,"The type of this image is wrong. It is not a map of France, it is a map of the weather in France.",4,0
data/test/map/GDL-1918-12-02-a-i0002.jpg,<image>The type of this image is,map,The type of this image is based on a map of the Zambezi River.<|endofchunk|>,4,0
data/test/map/EXP-2009-01-31-a-i0302_2.jpg,<image>The type of this image is,map,The type of this image is a weather map.<|endofchunk|>,4,0
data/test/map/LCE-1998-03-06-a-i0015_2.jpg,<image>The type of this image is,map,The type of this image is:  Geological map of the area of the Gorges du Tarn and the Gorg,4,0
data/test/map/GDL-1941-07-15-a-i0121.jpg,<image>The type of this image is,map,The type of this image is based on a map of the Middle East published by the U.S. Office of War Information in,4,0
data/test/map/JDG-1987-04-10-a-i0203_2.jpg,<image>The type of this image is,map,The type of this image is: International Business Park<|endofchunk|>,4,0
data/test/logo/JDG-1925-08-29-a-i0041.jpg,<image>The type of this image is,logo,The type of this image is called the 'Democratic Party Emblem' and was used by the Democratic Party of the United States,4,0
data/test/logo/JDG-1977-12-17-a-i0244.jpg,<image>The type of this image is,logo,The type of this image is: FLORE<|endofchunk|>,4,0
