File Path,Prompt,Class Name,Predicted Text,Prompt ID,Number of Shots
../data/test/title/LCE-1913-01-08-a-i0015.jpg,<image>Keywords describing this image are,title,Keywords describing this image are letter and title-font.<|endofchunk|>,3,1
../data/test/title/LCE-1911-12-06-a-i0016.jpg,<image>Keywords describing this image are,title,Keywords describing this image are letter and title-font.<|endofchunk|>,3,1
../data/test/title/LCE-1948-06-09-a-i0015.jpg,<image>Keywords describing this image are,title,Keywords describing this image are letter and title-font.<|endofchunk|>,3,1
../data/test/title/LCE-1943-01-27-a-i0017.jpg,<image>Keywords describing this image are,title,Keywords describing this image are letter and title-font.<|endofchunk|>,3,1
../data/test/title/LCE-1907-08-14-a-i0009.jpg,<image>Keywords describing this image are,title,Keywords describing this image are letter and title-font.<|endofchunk|>,3,1
../data/test/title/LCE-1952-02-27-a-i0002.jpg,<image>Keywords describing this image are,title,Keywords describing this image are letter and title-font.<|endofchunk|>,3,1
../data/test/title/LCE-1906-02-03-a-i0003.jpg,<image>Keywords describing this image are,title,Keywords describing this image are letter and title-font.<|endofchunk|>,3,1
../data/test/title/LCE-1912-11-23-a-i0020.jpg,<image>Keywords describing this image are,title,Keywords describing this image are letter and title-font.<|endofchunk|>,3,1
../data/test/title/LCE-1913-02-15-a-i0009.jpg,<image>Keywords describing this image are,title,Keywords describing this image are letter and title-font.<|endofchunk|>,3,1
../data/test/title/LCE-1913-03-01-a-i0008.jpg,<image>Keywords describing this image are,title,Keywords describing this image are letter and title-font. Keywords describing this image are letter and title-font. Keywords,3,1
../data/test/title/LCE-1910-04-27-a-i0002.jpg,<image>Keywords describing this image are,title,Keywords describing this image are letter and title-font.<|endofchunk|>,3,1
../data/test/title/LCE-1942-01-02-a-i0012.jpg,<image>Keywords describing this image are,title,Keywords describing this image are letter and title-font.<|endofchunk|>,3,1
../data/test/title/LCE-1908-10-07-a-i0011.jpg,<image>Keywords describing this image are,title,Keywords describing this image are letter and title-font.<|endofchunk|>,3,1
../data/test/title/LCE-1904-07-02-a-i0002.jpg,<image>Keywords describing this image are,title,Keywords describing this image are letter and title-font.<|endofchunk|>,3,1
../data/test/title/LCE-1923-03-09-a-i0051.jpg,<image>Keywords describing this image are,title,Keywords describing this image are letter and title-font.<|endofchunk|>,3,1
